namseq,coverage
8772,173.10507246376812
33003,6.556776556776557
6169,95.99264705882354
37161,7.158088235294118
33521,16.1875
6720,4.397058823529412
33132,15.011029411764707
6771,5.490774907749078
6207,10.565055762081784
8596,12.869402985074627
18232,25.671698113207547
7046,14.659090909090908
20671,1.1450381679389312
31595,36.847328244274806
12258,6.362934362934363
6085,5.081081081081081
7896,10.553359683794467
38564,8.861660079051383
7875,23.586345381526105
4746,27.934426229508198
23047,21.239669421487605
711,27.31512605042017
28536,14.725738396624472
34971,1.2245762711864407
33133,7.076271186440678
33831,4.4491525423728815
32964,57.204255319148935
6870,4.808695652173913
36712,43.16593886462882
261,37.65350877192982
5271,3.299559471365639
7614,23.863436123348016
7951,178.11061946902655
12655,2.0
4781,6.782805429864253
31496,22.293577981651374
29207,99.40366972477064
7357,10.444444444444445
6671,3.4790697674418603
14292,56.174528301886795
29482,15.511848341232227
14434,3.1435406698564594
10858,8.38755980861244
7021,0.7081339712918661
10857,7.705314009661835
8053,8.632850241545894
5691,5.995145631067961
5771,0.5219512195121951
21008,30.639024390243904
31497,4.75
7361,7.326732673267327
7710,2.84
36466,7.487179487179487
28825,0.3711340206185567
23726,12.44559585492228
20540,6.203125
34085,1.9109947643979057
30667,3.5392670157068062
30747,4.542105263157895
14298,5.946808510638298
14371,30.79144385026738
23496,216.06951871657753
25759,4.021621621621621
25872,571.3152173913044
38740,1.633879781420765
16632,13.934065934065934
34878,2.456043956043956
16906,2.6333333333333333
33522,8.525139664804469
7001,7.865921787709497
11433,22.1731843575419
31982,11.072625698324023
16811,4.202247191011236
38780,3544.1581920903955
1433,7.175141242937853
18638,3669.193181818182
26270,24.414772727272727
29253,2.8579545454545454
36974,1.7085714285714286
33293,1.8457142857142856
28364,1.36
19545,3.388571428571429
4728,4.148571428571429
1607,1.3657142857142857
9573,5.102857142857143
19959,4.228571428571429
18421,2.52
23306,4.714285714285714
12975,5.045714285714285
22758,3.6149425287356323
11941,2.6954022988505746
3603,4.287356321839081
37810,2.5229885057471266
24245,4.304597701149425
12809,2.586206896551724
15505,10.563218390804598
33418,27.689655172413794
35372,7.218390804597701
34542,1.6878612716763006
29981,6.838150289017341
34299,2.1271676300578033
199,12.352601156069364
13172,2.2832369942196533
16609,6.017341040462428
20378,2.5988372093023258
11083,11.13953488372093
32117,11.174418604651162
5384,2.5988372093023258
25166,7.941860465116279
3930,37.55813953488372
34241,7.005813953488372
26929,96.0
6818,5.941860465116279
25031,74.05813953488372
13140,1.9767441860465116
19413,3.8313953488372094
12953,3.6140350877192984
4554,5.187134502923977
13399,5.228070175438597
15056,19.04093567251462
15057,12.894736842105264
7230,3.388235294117647
24646,4.443786982248521
22275,4.106508875739645
13303,14.078313253012048
10051,11.0
21635,0.9146341463414634
12549,1.8333333333333333
37893,1.8742138364779874
21452,3.5064102564102564
20025,22.038709677419355
23062,21.441558441558442
12042,22.01298701298701
15534,1.48
31670,4.932885906040268
33537,2814.0536912751677
38252,2.0
21066,0.35172413793103446
8328,0.7517241379310344
24685,0.9097222222222222
37397,0.7777777777777778
26391,4.621212121212121
13287,0.5307692307692308
17003,0.8217054263565892
18051,1651.062015503876
22964,1.109375
5272,0.6484375
14390,0.6929133858267716
14011,1.0
15966,1.3968253968253967
29328,0.4583333333333333
19469,0.6637931034482759
37674,1.5217391304347827
11480,686.0877192982456
11707,0.49557522123893805
15077,1.7876106194690264
8395,0.38392857142857145
4316,2.0
318,0.9819819819819819
22340,0.7272727272727273
32283,1.5346534653465347
24402,0.7142857142857143
37974,0.36082474226804123
11198,0.9166666666666666
8721,849.6842105263158
4080,0.48936170212765956
7876,134.78494623655914
38226,0.6344086021505376
30637,3.6344086021505375
18668,8.891304347826088
11542,0.8681318681318682
17345,143.0
12969,0.3956043956043956
21749,428.68131868131866
8044,185.27472527472528
34188,148.73626373626374
25388,1.0
5704,0.9
21599,128.9111111111111
30034,1661.4888888888888
32541,0.9111111111111111
30031,155.56666666666666
22506,218.34444444444443
14694,140.42222222222222
36620,422.3
8288,143.3
17956,124.02222222222223
17701,113.81111111111112
25587,363.53333333333336
30032,125.45555555555555
37082,0.4111111111111111
272,2210.3777777777777
17702,125.64444444444445
30033,150.9111111111111
9402,0.0
25006,0.0
29788,0.0
1589,0.0
5767,0.0
13936,0.0
5808,0.0
30830,0.0
30663,0.0
38282,0.0
26180,0.0
6658,0.0
24233,0.0
18504,0.0
3009,0.0
36528,0.0
3933,0.0
34373,0.0
8077,0.0
11435,0.0
25582,0.0
14142,0.0
9337,0.0
29338,0.0
16791,0.0
23959,0.0
7368,0.0
23833,0.0
24770,0.0
13571,0.0
7878,0.0
24771,0.0
10837,0.0
17800,0.0
20182,0.0
13504,0.0
3235,0.0
18475,0.0
32500,0.0
9929,0.0
12373,0.0
13930,0.0
12400,0.0
19724,0.0
15873,0.0
19725,0.0
37035,0.0
26478,0.0
1762,0.0
24715,0.0
9958,0.0
32539,0.0
25917,0.0
25318,0.0
13393,0.0
24133,0.0
8790,0.0
37063,0.0
857,0.0
6995,0.0
22881,0.0
16982,0.0
5300,0.0
4662,0.0
20523,0.0
25560,0.0
35689,0.0
3440,0.0
17641,0.0
33302,0.0
4047,0.0
36410,0.0
24607,0.0
17759,0.0
6625,0.0
4587,0.0
132,0.0
18450,0.0
26795,0.0
26664,0.0
18325,0.0
26547,0.0
26153,0.0
24105,0.0
30815,0.0
4780,0.0
7918,0.0
7640,0.0
12286,0.0
22175,0.0
20958,0.0
28779,0.0
11694,0.0
29394,0.0
35021,0.0
4524,0.0
6354,0.0
9816,0.0
2857,0.0
14849,0.0
34226,0.0
5887,0.0
7029,0.0
26228,0.0
13095,0.0
9428,0.0
22015,0.0
25366,0.0
30229,0.0
21183,0.0
26342,0.0
10795,0.0
26689,0.0
1649,0.0
37673,0.0
31003,0.0
3885,0.0
7512,0.0
6970,0.0
30977,0.0
22496,0.0
1202,0.0
13412,0.0
5429,0.0
32079,0.0
21643,0.0
3348,0.0
9677,0.0
11997,0.0
3871,0.0
14789,0.0
27469,0.0
33012,0.0
2887,0.0
9485,0.0
30514,0.0
17478,0.0
16255,0.0
4997,0.0
16728,0.0
36305,0.0
35239,0.0
8165,0.0
287,0.0
22160,0.0
1499,0.0
5934,0.0
31180,0.0
26301,0.0
25028,0.0
2290,0.0
11385,0.0
6967,0.0
12350,0.0
22803,0.0
9171,0.0
18250,0.0
25380,0.0
22446,0.0
6201,0.0
